age,height,income,status_after_a_month
56,69,40000,1
25,69,150000,1
29,71,100000,1
25,73,40000,1
29,73,40000,1
27,73,20000,1
46,72,50000,1
33,67,70000,1
22,67,20000,1
38,72,30000,1
30,69,20000,1
26,66,1000000,1
32,65,20000,1
30,65,50000,1
35,74,20000,1
27,61,20000,1
27,68,20000,1
25,77,1000000,1
38,72,100000,1
32,69,20000,1
28,71,30000,1
29,72,50000,1
28,76,20000,0
25,68,20000,1
23,72,20000,1
23,76,30000,1
23,73,20000,1
24,71,80000,1
41,68,100000,1
31,73,80000,1
32,72,80000,1
40,66,1000000,1
37,73,40000,1
52,68,70000,1
50,73,40000,1
27,72,30000,1
25,69,30000,1
26,70,1000000,1
24,74,150000,1
56,72,30000,1
25,70,100000,1
28,69,60000,1
27,71,100000,1
32,74,60000,1
28,72,50000,1
27,70,70000,1
26,79,30000,1
23,68,20000,1
30,71,40000,1
26,74,50000,1
45,72,100000,1
26,74,40000,1
39,68,100000,1
30,67,20000,1
31,68,1000000,1
57,74,100000,1
34,69,80000,1
44,70,150000,1
33,68,1000000,1
27,68,100000,1
49,69,150000,1
20,70,20000,1
26,78,60000,1
33,73,150000,1
59,69,150000,1
33,68,60000,1
23,72,20000,1
29,68,70000,1
50,76,60000,1
39,70,50000,1
30,70,1000000,1
42,68,150000,1
30,76,60000,1
32,69,70000,1
27,72,20000,1
23,76,20000,1
42,71,70000,1
31,68,100000,1
28,71,20000,1
34,66,20000,1
37,70,20000,1
45,73,150000,1
26,69,80000,1
25,70,20000,1
41,68,50000,1
25,72,20000,1
27,70,80000,1
29,71,100000,1
36,68,50000,1
26,66,20000,1
27,72,40000,1
29,66,20000,1
28,73,20000,1
47,72,50000,1
45,69,20000,1
29,73,40000,1
28,76,60000,1
20,68,20000,1
30,71,50000,1
28,62,250000,1
31,61,20000,1
41,73,20000,1
35,71,80000,1
29,70,50000,1
29,66,100000,1
28,74,80000,1
26,68,70000,1
28,66,30000,1
23,69,20000,1
40,73,20000,1
30,70,150000,1
30,75,20000,1
24,74,50000,1
27,70,40000,1
23,75,30000,1
33,66,80000,1
50,74,80000,1
24,65,30000,1
28,71,40000,1
27,69,40000,1
39,73,150000,1
46,73,100000,1
42,60,80000,1
21,74,1000000,1
36,73,100000,1
29,72,40000,0
40,71,100000,1
27,68,80000,1
24,67,60000,1
32,71,150000,0
46,74,80000,1
40,68,150000,1
26,74,40000,1
38,70,40000,1
25,75,20000,1
21,67,20000,1
51,70,70000,1
23,74,1000000,1
34,76,50000,1
43,70,60000,1
22,68,20000,1
32,72,40000,1
25,68,40000,1
28,72,20000,1
39,71,30000,1
35,67,100000,1
35,75,30000,1
38,69,150000,1
30,64,100000,1
29,71,70000,1
21,71,20000,1
23,72,20000,1
29,69,100000,1
25,69,50000,1
35,72,80000,1
18,65,20000,1
45,70,80000,1
21,69,20000,1
53,67,80000,1
25,70,60000,1
34,75,50000,1
23,67,20000,1
24,71,40000,1
30,71,60000,1
33,70,20000,1
25,70,60000,1
24,67,20000,1
21,71,40000,1
40,68,100000,1
34,71,40000,1
21,65,1000000,1
27,75,30000,1
31,72,150000,1
25,71,50000,1
27,69,80000,1
21,66,30000,1
44,69,80000,1
25,69,30000,1
23,69,30000,1
25,64,20000,1
33,67,20000,1
23,54,1000000,1
28,71,20000,1
26,76,20000,1
20,72,20000,1
30,74,100000,1
30,72,20000,1
20,73,20000,1
20,68,20000,1
22,68,30000,1
38,64,30000,1
37,67,80000,1
31,71,20000,1
23,71,60000,1
23,70,30000,1
24,71,20000,1
18,67,20000,1
22,70,20000,1
22,69,20000,1
32,69,20000,1
22,73,1000000,1
27,70,100000,1
28,71,100000,1
20,75,20000,1
20,73,20000,1
24,67,40000,1
24,69,20000,1
20,72,20000,1
28,72,40000,1
31,72,100000,1
26,75,60000,1
29,71,20000,1
26,70,20000,1
31,72,20000,1
34,71,60000,1
23,73,20000,0
27,71,30000,1
28,71,20000,1
23,69,20000,1
45,72,100000,1
25,68,20000,1
30,70,80000,1
46,68,1000000,1
18,71,20000,1
59,73,100000,1
24,79,20000,1
36,66,30000,1
26,76,50000,1
25,72,80000,1
21,64,20000,1
21,64,20000,1
43,67,30000,1
33,73,80000,1
54,73,150000,1
41,69,150000,1
33,71,100000,0
38,72,50000,1
28,67,50000,1
23,68,20000,1
23,67,20000,1
33,71,100000,1
30,72,100000,1
22,72,40000,1
19,71,1000000,1
23,64,20000,1
31,74,150000,1
22,69,40000,1
25,73,50000,1
20,76,150000,1
49,71,150000,1
52,67,150000,1
35,67,20000,1
26,73,1000000,1
24,68,30000,1
21,72,20000,1
29,70,30000,1
34,70,40000,1
25,71,30000,1
29,69,20000,1
31,72,100000,1
20,75,20000,1
29,67,1000000,1
68,73,150000,1
54,68,100000,1
21,73,30000,1
24,71,70000,1
29,70,80000,1
38,70,20000,1
28,68,150000,1
28,67,100000,1
20,69,1000000,1
41,67,80000,1
27,67,30000,1
27,72,20000,1
27,67,30000,1
26,69,40000,1
33,68,60000,1
32,70,150000,1
21,72,20000,1
19,67,1000000,1
27,73,30000,1
31,70,100000,1
41,74,100000,1
22,76,30000,1
32,66,50000,1
24,71,80000,1
42,67,100000,1
35,75,80000,1
52,72,80000,1
21,71,20000,1
26,69,40000,1
26,71,150000,1
27,74,50000,1
20,82,20000,1
34,73,20000,1
25,72,60000,1
21,71,20000,1
49,67,50000,1
26,68,50000,1
33,69,80000,1
28,71,100000,1
61,70,80000,1
25,69,80000,1
29,76,20000,1
24,72,20000,1
35,70,20000,1
26,69,50000,1
36,71,100000,1
41,67,100000,1
38,70,40000,0
26,72,50000,1
23,70,20000,1
28,72,20000,1
27,72,100000,1
39,70,250000,1
23,66,60000,1
24,70,40000,1
45,72,30000,1
45,68,100000,1
30,68,60000,1
23,75,40000,1
23,75,40000,1
24,70,50000,1
24,70,40000,1
48,72,70000,1
28,71,70000,1
25,67,40000,1
22,69,30000,1
39,70,60000,1
28,72,100000,1
48,68,50000,1
26,72,20000,1
44,72,150000,1
25,73,80000,1
25,71,30000,1
29,68,100000,0
32,71,100000,1
28,67,100000,1
36,73,100000,1
41,64,1000000,1
32,70,20000,1
28,72,40000,1
25,72,100000,1
30,73,20000,1
31,70,150000,1
27,72,40000,1
22,70,50000,1
27,72,100000,1
28,70,70000,0
37,71,150000,1
26,71,40000,1
29,73,20000,1
26,70,20000,1
26,67,20000,1
29,72,150000,1
22,69,20000,1
28,69,250000,1
31,70,100000,1
35,72,60000,1
33,75,150000,1
29,72,30000,1
25,70,70000,1
53,64,20000,1
30,76,40000,1
23,73,80000,1
23,71,50000,1
31,72,40000,1
38,74,70000,1
25,68,20000,1
23,65,20000,1
32,72,20000,1
36,69,20000,1
30,69,40000,1
30,70,20000,1
31,72,60000,1
36,72,100000,1
28,66,70000,1
45,71,1000000,1
21,72,30000,1
20,73,80000,1
20,72,20000,1
26,69,50000,1
22,67,20000,1
34,70,100000,1
41,75,100000,1
19,67,40000,1
36,75,50000,1
27,70,20000,1
47,73,30000,1
24,73,20000,1
25,69,30000,1
24,72,30000,1
27,77,70000,1
30,68,30000,1
52,70,80000,1
30,68,50000,1
32,74,40000,1
25,68,40000,1
64,71,80000,1
34,70,150000,1
31,72,20000,1
57,74,100000,1
26,72,70000,0
36,69,100000,1
25,75,20000,1
22,69,20000,1
34,68,80000,1
26,68,70000,1
19,72,20000,1
37,73,80000,1
37,73,80000,1
50,73,100000,1
18,67,20000,1
53,68,100000,1
24,69,30000,1
40,70,50000,1
22,72,40000,1
41,68,100000,1
39,72,80000,1
24,70,20000,1
27,69,60000,1
29,71,150000,1
25,68,50000,1
39,71,100000,1
24,69,20000,1
18,63,1000000,1
36,76,150000,1
25,73,1000000,1
30,69,80000,1
33,66,70000,1
26,69,20000,1
23,72,1000000,1
24,78,20000,1
31,74,20000,1
21,65,20000,1
31,75,20000,1
35,70,500000,1
42,70,1000000,1
20,72,20000,1
49,71,500000,1
31,68,30000,1
32,72,80000,1
27,73,20000,1
46,71,80000,1
32,71,500000,1
29,68,50000,1
37,72,20000,1
35,69,80000,1
20,70,1000000,1
57,71,60000,1
25,73,60000,1
25,66,20000,1
23,68,20000,1
36,74,60000,1
26,68,50000,1
27,71,80000,1
23,70,40000,1
22,75,1000000,1
31,70,80000,1
49,66,60000,1
26,69,70000,1
41,72,30000,1
46,76,80000,1
61,72,30000,1
25,70,40000,1
29,74,100000,1
25,73,20000,1
34,68,50000,1
60,70,70000,1
64,70,30000,1
31,72,30000,1
28,71,80000,0
21,71,20000,1
31,67,150000,1
18,72,20000,1
23,68,1000000,1
23,71,80000,1
23,74,100000,1
37,72,250000,1
46,71,80000,1
30,70,100000,1
29,67,20000,1
29,66,60000,1
28,69,70000,1
27,73,50000,1
29,72,20000,1
37,68,20000,1
26,73,70000,1
25,74,100000,1
25,72,100000,1
25,75,70000,0
29,71,30000,1
35,66,70000,1
49,71,70000,1
41,74,60000,1
47,67,40000,1
35,73,20000,1
24,70,20000,1
29,72,30000,1
27,67,30000,1
23,66,1000000,1
36,72,60000,1
29,69,100000,1
29,70,100000,1
27,70,70000,1
24,68,20000,1
22,74,20000,1
20,70,20000,1
54,69,250000,1
19,67,20000,1
25,72,100000,1
36,67,30000,1
32,68,100000,1
23,68,40000,1
41,72,150000,1
45,68,70000,1
32,73,70000,1
25,66,20000,1
20,76,50000,1
27,77,30000,1
27,66,150000,1
43,74,100000,1
31,67,1000000,1
30,70,50000,1
24,71,60000,1
66,78,80000,1
39,69,50000,1
29,70,80000,0
49,71,150000,1
52,71,100000,1
45,68,150000,1
29,71,40000,1
29,71,30000,1
37,72,100000,1
58,67,100000,1
35,74,100000,1
42,71,50000,1
26,67,50000,1
50,73,30000,1
28,72,50000,1
24,68,20000,0
67,74,100000,1
32,73,1000000,1
45,73,100000,1
23,72,20000,1
58,69,100000,1
50,73,40000,1
23,72,1000000,1
28,70,60000,1
51,70,60000,1
32,74,100000,1
24,68,20000,1
27,79,20000,1
28,73,80000,1
29,72,150000,1
66,74,30000,1
35,68,100000,1
41,72,70000,1
25,67,30000,1
56,65,60000,1
36,71,100000,1
26,78,20000,0
30,71,100000,1
28,75,1000000,1
29,72,100000,1
26,73,20000,1
20,74,20000,1
20,69,40000,1
32,70,100000,1
59,74,100000,1
23,70,20000,1
32,74,40000,1
28,73,80000,0
26,72,50000,1
34,71,60000,1
19,71,1000000,1
44,70,20000,1
20,75,1000000,1
29,74,20000,1
44,66,150000,1
29,69,50000,1
25,66,30000,1
34,68,20000,1
43,66,80000,1
28,74,100000,1
25,68,60000,1
27,71,50000,1
44,70,150000,1
28,72,150000,1
31,70,100000,1
42,80,100000,1
26,72,100000,1
40,75,150000,1
33,68,100000,1
27,75,60000,1
57,69,30000,1
43,71,100000,1
25,70,20000,1
39,78,60000,1
46,69,100000,1
46,67,100000,1
47,70,100000,1
28,66,30000,1
32,66,100000,1
22,72,20000,1
40,72,100000,1
31,72,20000,1
60,68,20000,1
25,67,1000000,1
29,76,100000,1
29,69,30000,1
36,72,150000,1
56,71,80000,1
37,71,100000,1
19,69,20000,1
29,72,20000,1
37,76,500000,1
58,73,80000,1
47,70,30000,1
27,69,20000,1
59,72,100000,1
41,70,1000000,1
27,68,1000000,1
24,68,60000,1
26,68,50000,1
49,69,30000,1
29,74,80000,1
39,67,40000,1
41,72,100000,1
23,71,20000,1
32,71,60000,1
30,71,80000,1
24,72,30000,1
22,70,20000,1
29,75,30000,1
35,64,40000,1
36,67,60000,1
28,72,20000,1
26,74,100000,0
20,68,20000,1
37,69,150000,1
29,73,30000,1
24,75,1000000,1
27,72,50000,1
41,70,70000,1
46,70,30000,1
24,73,60000,1
32,74,30000,1
55,72,50000,1
52,75,50000,1
35,76,50000,1
23,72,80000,1
19,69,20000,1
28,70,60000,1
23,75,80000,1
32,71,80000,1
28,71,20000,0
34,68,80000,1
21,74,20000,1
32,69,50000,1
30,72,80000,1
52,70,80000,1
24,71,20000,1
28,75,20000,1
46,68,70000,1
32,72,20000,1
35,69,100000,1
49,71,70000,1
52,71,250000,1
21,67,70000,1
32,67,150000,1
29,66,30000,1
27,75,100000,1
28,68,100000,1
43,73,100000,1
49,71,30000,1
39,70,80000,1
31,74,80000,1
33,73,150000,1
27,71,100000,1
28,70,100000,1
26,76,150000,1
23,72,20000,1
24,63,20000,1
28,74,60000,0
37,72,50000,1
26,68,30000,1
33,71,150000,1
30,67,60000,1
41,70,30000,1
23,71,30000,1
24,71,20000,1
30,70,20000,1
23,67,20000,1
27,69,30000,1
31,72,80000,1
29,70,60000,1
28,68,100000,1
40,65,100000,1
22,72,30000,1
32,68,80000,1
25,73,60000,1
28,74,150000,1
34,68,40000,1
22,74,30000,1
25,70,20000,1
23,70,50000,1
28,68,100000,1
31,68,1000000,1
27,72,50000,1
32,66,150000,1
23,70,30000,1
34,68,70000,1
23,72,100000,1
39,72,20000,1
26,71,100000,1
31,72,20000,1
52,68,100000,1
33,68,50000,1
43,74,100000,1
35,67,60000,1
27,76,100000,1
37,69,50000,1
21,69,20000,1
24,71,1000000,1
26,67,70000,1
26,69,20000,1
29,69,100000,1
22,68,20000,1
24,72,250000,1
32,70,70000,1
32,71,100000,1
26,71,100000,1
30,73,40000,1
29,71,20000,1
39,68,50000,1
35,75,100000,1
33,66,70000,1
27,74,30000,1
35,71,50000,1
50,68,30000,1
35,74,100000,1
40,69,150000,1
23,71,30000,1
28,69,30000,1
46,72,1000000,1
27,71,20000,1
37,70,70000,1
24,73,70000,1
27,70,20000,1
23,74,30000,1
26,72,1000000,1
39,65,100000,1
29,83,20000,1
42,71,100000,1
26,74,30000,1
30,68,100000,1
33,70,150000,1
41,64,50000,1
25,70,150000,1
21,72,20000,1
27,74,1000000,1
39,72,100000,1
50,73,100000,1
25,69,1000000,1
51,72,80000,1
36,76,100000,1
42,74,100000,1
19,72,20000,1
45,71,30000,1
33,69,80000,1
28,76,80000,1
38,74,70000,1
42,73,50000,1
26,71,80000,1
42,70,70000,1
38,68,150000,1
24,71,60000,1
31,72,100000,1
57,68,100000,1
32,69,100000,1
34,73,100000,1
62,66,50000,1
33,72,1000000,1
38,73,250000,1
33,72,50000,1
31,72,1000000,1
41,69,100000,1
39,68,70000,1
26,70,100000,1
27,66,20000,1
41,76,20000,1
30,72,70000,1
34,72,100000,1
36,73,150000,1
33,72,80000,0
25,73,40000,1
38,68,80000,1
47,71,50000,1
49,69,100000,1
29,73,40000,1
26,70,40000,1
37,67,50000,1
29,72,80000,1
30,74,100000,1
30,74,100000,1
45,69,150000,1
29,74,20000,1
25,70,20000,1
43,72,40000,1
50,74,150000,1
43,74,30000,1
19,71,20000,1
23,72,40000,1
23,73,20000,1
26,75,40000,1
26,68,30000,1
37,74,1000000,1
26,69,30000,1
39,73,150000,1
43,72,30000,1
42,75,100000,1
48,70,100000,1
35,70,40000,1
39,72,80000,1
45,70,50000,1
48,72,100000,1
48,72,30000,1
23,71,20000,1
34,70,60000,1
60,67,40000,1
45,68,100000,1
32,72,100000,0
68,68,20000,1
29,67,40000,1
34,70,30000,1
36,72,70000,1
34,70,100000,1
32,70,20000,1
32,77,150000,1
43,70,100000,1
57,72,30000,1
29,67,40000,1
54,64,70000,1
31,72,40000,1
48,74,50000,1
25,72,40000,0
32,73,60000,1
39,70,80000,1
28,72,30000,0
40,72,40000,1
26,71,100000,1
29,67,20000,1
26,71,1000000,0
27,66,30000,1
24,71,100000,1
45,72,50000,1
25,72,20000,1
29,72,100000,1
40,73,100000,1
30,73,40000,1
25,71,20000,1
41,70,150000,1
25,75,80000,1
37,71,100000,1
27,66,20000,1
34,69,40000,1
35,73,30000,1
39,72,70000,1
22,69,20000,1
26,71,70000,1
44,66,40000,1
43,73,100000,1
48,69,250000,1
40,70,20000,1
31,71,100000,1
32,68,40000,1
30,76,100000,1
35,72,150000,0
32,72,60000,0
19,70,20000,1
33,74,100000,1
26,74,1000000,1
33,66,50000,1
33,66,50000,1
59,66,80000,1
34,75,50000,1
25,77,20000,1
55,72,30000,1
34,68,30000,1
24,69,20000,1
40,68,80000,1
34,71,100000,1
55,72,80000,1
27,70,40000,1
28,71,30000,1
25,71,60000,1
32,70,50000,1
44,74,500000,1
30,72,100000,1
37,68,150000,1
38,71,100000,1
26,71,250000,0
33,67,50000,1
31,69,30000,1
30,69,50000,1
33,71,20000,1
31,72,1000000,1
28,72,20000,1
26,72,20000,1
26,71,30000,1
39,69,70000,0
25,69,1000000,1
31,73,1000000,1
24,72,30000,1
56,68,30000,1
24,72,80000,1
26,70,40000,1
30,76,80000,1
27,70,30000,1
27,70,20000,1
41,70,80000,1
21,68,50000,1
24,70,100000,0
39,74,100000,1
25,70,60000,1
28,70,150000,0
34,73,40000,1
41,68,250000,1
32,65,60000,1
27,68,100000,1
32,70,100000,1
27,74,30000,1
26,66,80000,1
23,72,20000,1
25,71,100000,1
26,73,20000,1
25,68,20000,1
27,72,20000,1
37,68,40000,1
22,73,60000,1
31,74,100000,1
31,68,70000,1
41,72,50000,1
28,70,30000,1
36,70,100000,1
56,72,80000,1
26,72,40000,1
48,70,60000,1
26,69,30000,1
27,72,20000,1
27,73,20000,1
38,71,60000,1
37,67,20000,1
24,71,50000,1
32,66,40000,1
34,71,60000,1
56,67,100000,1
39,72,50000,1
29,67,40000,1
27,67,40000,1
28,72,80000,1
36,67,50000,1
30,72,70000,1
26,71,100000,1
30,69,20000,1
37,73,50000,1
30,71,30000,1
37,73,80000,1
25,71,20000,1
30,68,60000,1
23,69,20000,1
44,70,40000,1
57,74,150000,1
26,71,50000,1
43,71,40000,1
26,75,40000,1
36,67,80000,0
61,72,80000,1
34,68,150000,1
28,75,150000,1
38,71,80000,1
63,69,100000,1
34,67,150000,1
37,73,100000,1
35,67,150000,1
28,71,80000,1
26,73,40000,1
25,71,20000,0
36,68,100000,1
32,72,100000,1
29,74,100000,1
27,68,20000,1
30,71,100000,1
25,68,30000,1
25,70,30000,1
40,68,1000000,1
22,72,60000,1
29,72,30000,1
24,74,40000,1
31,71,100000,1
41,71,60000,1
38,75,100000,1
21,71,20000,1
45,72,100000,1
30,72,100000,1
38,68,70000,1
24,69,20000,1
41,75,50000,1
20,69,1000000,1
34,72,1000000,1
26,69,20000,1
26,74,20000,1
34,73,100000,1
26,65,50000,1
22,68,20000,1
33,67,20000,1
30,73,20000,0
27,72,30000,1
31,74,30000,1
44,72,50000,1
22,71,20000,1
36,70,250000,1
25,70,20000,1
38,68,70000,1
48,75,150000,1
49,73,80000,1
29,68,70000,1
31,70,70000,1
29,68,30000,1
32,71,1000000,1
21,70,20000,1
24,71,20000,1
37,74,100000,1
27,71,50000,1
18,70,20000,1
23,72,20000,1
35,67,40000,1
25,67,60000,1
57,70,150000,1
32,66,30000,1
44,74,60000,1
36,67,100000,1
33,66,50000,1
30,69,20000,1
48,73,60000,1
43,67,40000,1
28,75,70000,1
37,70,60000,1
53,67,20000,1
32,70,60000,1
32,70,100000,1
33,77,100000,1
35,65,150000,1
25,66,20000,1
25,66,100000,1
22,68,20000,1
29,71,70000,1
50,69,50000,1
40,69,1000000,1
26,70,100000,1
32,73,80000,1
28,71,40000,0
56,70,20000,1
27,66,20000,1
26,69,20000,1
22,72,20000,1
27,68,80000,1
33,69,60000,1
22,68,20000,1
20,68,20000,1
22,69,60000,1
25,67,30000,1
34,68,100000,1
30,68,60000,1
35,64,80000,1
46,70,1000000,1
41,70,80000,1
26,70,100000,1
32,68,100000,1
33,67,80000,1
25,74,50000,1
43,69,30000,0
51,70,80000,1
28,73,60000,1
28,72,100000,1
27,70,1000000,1
28,66,30000,1
58,69,100000,1
39,65,100000,1
39,70,40000,1
40,65,30000,1
26,74,80000,1
33,73,80000,1
35,71,20000,1
48,70,100000,1
28,70,80000,1
61,71,80000,1
30,71,40000,1
36,71,50000,1
24,73,20000,1
23,73,20000,1
26,74,20000,1
35,71,80000,1
25,71,100000,1
24,71,150000,1
25,67,250000,1
39,69,100000,1
26,71,60000,1
30,71,80000,1
32,74,100000,1
26,72,30000,1
29,78,20000,0
27,75,70000,1
24,70,20000,1
28,73,30000,1
23,69,30000,1
26,75,60000,1
27,67,70000,1
27,69,100000,1
61,69,150000,1
33,70,70000,1
27,68,60000,1
35,66,100000,1
24,70,40000,1
30,71,20000,1
22,70,20000,1
23,70,80000,1
25,65,20000,1
36,73,80000,1
33,71,1000000,1
48,70,150000,0
20,72,20000,1
27,69,80000,1
18,82,20000,1
41,73,100000,1
33,69,20000,1
27,70,30000,1
28,74,70000,1
33,73,50000,1
29,71,20000,1
32,73,150000,1
31,71,60000,1
42,71,50000,1
31,69,20000,1
35,76,150000,1
25,68,80000,1
39,75,1000000,1
43,70,100000,1
37,72,60000,1
33,67,100000,1
27,65,30000,1
31,67,30000,1
23,72,20000,1
23,71,20000,1
40,71,250000,1
25,64,20000,1
47,72,80000,1
24,74,20000,1
27,70,30000,1
23,66,20000,1
20,74,20000,0
27,73,60000,1
29,77,40000,1
21,70,20000,1
31,72,40000,1
34,71,20000,1
20,73,20000,1
25,70,30000,0
38,68,70000,1
50,72,100000,1
40,68,100000,1
23,71,20000,1
30,69,60000,1
43,73,100000,1
20,72,100000,1
23,68,1000000,1
30,70,80000,1
43,74,150000,1
30,73,60000,1
28,71,80000,1
26,73,20000,1
30,66,70000,1
26,73,30000,1
57,69,80000,1
35,69,1000000,1
26,72,80000,1
35,70,50000,0
27,64,20000,1
33,68,250000,1
31,69,100000,1
47,75,20000,1
24,71,100000,1
20,72,1000000,1
59,68,60000,1
22,74,30000,1
29,68,60000,1
47,75,40000,1
28,71,60000,1
35,68,30000,1
19,69,20000,1
57,71,20000,1
31,68,100000,1
36,72,80000,1
22,66,20000,1
32,67,100000,1
64,70,100000,1
27,72,30000,1
36,73,80000,1
27,76,20000,1
62,68,100000,1
33,70,40000,1
25,75,20000,1
29,73,50000,1
30,75,60000,1
26,72,80000,1
49,69,1000000,1
26,69,40000,1
24,68,80000,1
21,75,20000,1
25,70,50000,1
38,74,100000,1
39,69,40000,1
19,72,20000,1
25,74,70000,1
20,71,20000,1
33,71,40000,1
31,69,30000,1
40,73,100000,1
47,74,100000,1
33,65,100000,1
35,72,500000,1
41,72,150000,1
28,66,80000,1
35,71,150000,1
24,70,80000,1
33,69,40000,1
23,72,60000,1
22,69,30000,1
34,71,50000,1
29,72,70000,1
34,73,30000,1
40,74,100000,1
42,68,50000,1
50,72,100000,0
38,72,80000,1
22,71,20000,1
33,66,100000,1
32,68,80000,1
41,72,150000,1
23,67,60000,1
20,68,20000,1
39,72,150000,1
32,73,30000,1
22,73,20000,1
23,73,1000000,1
33,68,30000,1
22,65,20000,1
32,71,40000,1
38,74,100000,1
26,70,80000,1
30,72,100000,1
28,71,20000,1
27,68,40000,1
29,70,70000,0
23,67,20000,1
20,71,20000,1
26,68,20000,1
30,69,150000,1
28,70,50000,1
29,74,30000,1
32,70,150000,1
38,68,40000,1
26,74,1000000,1
55,72,80000,1
36,77,80000,1
25,66,50000,1
47,75,100000,0
34,72,70000,1
34,73,100000,1
22,73,30000,1
22,74,20000,1
28,67,100000,0
35,66,150000,1
23,73,20000,1
29,73,100000,1
36,71,20000,1
27,66,20000,1
37,73,20000,1
28,75,150000,1
30,74,100000,1
44,74,80000,1
25,68,20000,1
31,64,20000,1
32,69,40000,1
43,79,80000,1
29,68,50000,1
23,66,20000,1
23,62,20000,1
28,67,100000,1
23,72,80000,1
32,69,70000,1
43,68,60000,1
27,68,20000,1
30,70,50000,1
37,70,60000,1
38,71,500000,1
29,70,70000,1
36,69,100000,1
30,67,30000,1
39,72,250000,1
27,68,100000,1
27,70,60000,1
22,71,20000,1
39,71,40000,1
25,69,60000,1
34,76,100000,1
28,75,20000,1
18,69,20000,1
28,76,20000,1
29,68,50000,1
24,72,50000,1
29,71,70000,1
44,69,30000,1
50,68,80000,1
36,65,70000,1
38,67,80000,1
31,73,100000,1
48,69,30000,1
37,76,80000,1
55,71,100000,1
56,69,100000,1
42,72,500000,1
26,73,40000,1
41,72,100000,1
32,70,100000,1
22,68,1000000,1
41,72,20000,1
28,69,60000,1
32,75,20000,1
38,70,80000,1
43,71,70000,1
52,70,250000,1
38,68,70000,1
41,73,100000,1
56,72,50000,1
39,66,100000,1
46,69,50000,1
25,53,20000,1
37,69,70000,1
32,68,20000,1
30,66,80000,1
57,72,100000,1
20,67,80000,1
38,73,20000,0
28,65,50000,1
34,68,80000,1
37,72,100000,1
33,75,100000,1
30,74,80000,1
29,72,80000,1
26,64,80000,1
24,74,30000,1
29,69,40000,1
24,71,40000,1
29,66,50000,1
25,67,20000,1
30,70,30000,1
33,79,150000,1
30,73,1000000,1
56,68,80000,1
18,72,20000,1
37,68,50000,1
40,75,20000,0
27,70,20000,1
45,68,100000,1
26,71,50000,1
25,74,50000,1
26,69,1000000,1
59,73,70000,1
28,69,80000,1
38,74,40000,1
45,65,50000,1
34,72,60000,1
20,67,20000,1
25,70,1000000,1
18,74,20000,1
29,73,150000,1
31,73,100000,1
22,67,20000,1
56,73,100000,1
24,76,80000,1
56,66,20000,1
30,72,100000,1
26,75,70000,1
40,72,80000,1
32,70,30000,1
34,67,50000,1
42,70,100000,0
31,74,20000,1
31,66,100000,1
22,73,100000,1
26,75,40000,1
51,70,250000,0
30,67,1000000,1
28,72,20000,1
21,70,40000,1
27,70,30000,1
27,71,40000,1
30,67,40000,1
29,70,100000,1
27,72,40000,1
31,67,40000,1
27,67,20000,1
40,77,50000,1
34,72,60000,1
54,73,50000,1
42,70,60000,1
26,74,30000,0
28,66,20000,1
34,68,60000,1
42,69,80000,1
19,69,50000,1
36,69,100000,1
42,67,100000,1
49,66,20000,1
22,66,70000,1
21,70,60000,1
32,67,20000,1
52,70,70000,1
29,70,20000,1
51,70,80000,1
19,71,20000,1
22,71,30000,1
26,72,100000,0
39,70,80000,1
26,73,70000,1
31,73,1000000,1
35,74,40000,1
36,68,80000,1
37,69,80000,1
22,70,1000000,1
26,73,60000,1
34,72,80000,1
28,72,20000,1
23,71,20000,1
28,69,70000,1
32,70,150000,1
36,63,100000,1
41,69,150000,1
25,69,80000,1
20,72,1000000,1
19,70,20000,1
34,68,60000,1
48,67,50000,1
20,66,20000,1
24,73,1000000,1
41,71,150000,1
55,75,100000,1
24,67,250000,1
39,70,1000000,0
28,72,40000,1
21,73,70000,1
30,72,70000,1
26,68,20000,1
28,73,30000,1
32,73,150000,1
28,70,50000,1
25,72,50000,1
25,67,20000,1
27,76,50000,1
35,75,60000,1
33,72,150000,1
52,68,20000,1
29,65,50000,1
33,73,20000,1
34,67,70000,1
25,73,30000,1
46,72,80000,1
56,68,150000,1
32,75,30000,1
38,67,30000,1
33,71,50000,1
37,69,30000,1
33,66,100000,1
25,72,50000,1
27,65,50000,1
49,73,100000,1
32,72,40000,1
31,69,60000,1
29,69,100000,1
31,71,50000,1
37,70,100000,1
31,74,20000,1
45,68,80000,1
38,69,20000,1
24,72,100000,1
29,66,80000,1
36,76,250000,1
30,72,50000,1
34,66,20000,1
38,69,70000,1
29,71,100000,1
24,70,20000,1
34,75,40000,1
33,73,20000,1
50,65,30000,1
36,74,100000,1
23,75,30000,1
42,69,1000000,1
24,68,40000,1
24,69,20000,1
49,72,30000,1
33,69,20000,1
28,71,70000,1
23,70,20000,1
25,68,20000,1
28,72,100000,0
28,71,30000,1
22,72,100000,1
38,70,100000,1
21,65,20000,1
37,72,100000,1
24,69,60000,1
32,73,80000,1
28,70,30000,1
29,76,20000,1
42,73,40000,1
24,75,70000,1
25,69,30000,1
26,74,1000000,1
33,70,1000000,1
22,67,20000,1
35,72,80000,1
22,71,20000,1
27,72,100000,0
32,74,20000,0
38,67,30000,1
24,68,30000,1
57,72,250000,1
25,69,40000,1
38,70,20000,1
25,67,80000,1
24,74,20000,1
31,66,100000,1
